1,H001061,H001061
1,M001183,H001061
1,M001153,H001061
1,D000607,H001061
1,M000355,H001061
1,H001069,H001061
1,T000250,H001061
1,T000464,H001061
1,B001261,H001061
1,M001170,H001061
1,B000575,H001061
1,W000805,H001061
1,G000359,H001061
1,H000338,H001061
1,W000437,H001061
1,S000320,H001061
1,J000293,H001061
1,C001056,H001061
1,C001098,H001061
1,I000055,H001061
1,K000360,H001061
1,P000449,H001061
1,H001041,H001061
1,F000444,H001061
1,R000595,H001061
1,R000307,H001061
1,I000024,H001061
1,T000461,H001061
1,B001236,H001061
1,R000584,H001061
1,M000934,H001061
1,S001184,H001061
1,L000577,H001061
1,C001035,H001061
1,B001135,H001061
1,A000360,H001061
1,C001071,H001061
1,C000880,H001061
1,F000463,H001061
1,V000127,H001061
1,G000386,H001061
1,C000542,H001061
1,M000303,H001061
1,S001141,H001061
1,C000567,H001061
1,E000285,H001061
1,P000603,H001061
1,A000368,H001061
1,D000618,H001061
1,C001095,H001061
1,C001075,H001061
1,R000605,H001061
1,S001198,H001061
1,L000575,H001061
1,C001047,H001061
1,G000562,H001061
1,P000612,H001061
1,E000295,H001061
1,T000476,H001061
1,S001197,H001061
10,S001184,S001184
10,C001070,S001184
10,W000779,S001184
10,G000359,S001184
10,B001267,S001184
100,V000127,V000127
1000,R000584,R000584
1000,C001088,R000584
1000,A000368,R000584
1000,P000595,R000584
1000,U000039,R000584
1000,G000562,R000584
1001,R000584,R000584
1001,P000595,R000584
1001,G000562,R000584
1001,S001181,R000584
1001,A000368,R000584
1001,H001042,R000584
1001,C001088,R000584
1002,C000141,C000141
1002,E000285,C000141
1002,C000174,C000141
1002,R000584,C000141
1002,B000575,C000141
1002,R000307,C000141
1002,W000437,C000141
1002,M000934,C000141
1002,C001047,C000141
1002,I000055,C000141
1002,V000127,C000141
1002,B001236,C000141
1003,C001035,C001035
1003,W000779,C001035
1004,K000360,K000360
1004,D000563,K000360
1004,I000024,K000360
1004,M001183,K000360
1004,M000133,K000360
1004,W000817,K000360
1004,C001056,K000360
1004,S000770,K000360
1005,W000779,W000779
1006,F000062,F000062
1006,B000711,F000062
1006,B001277,F000062
1006,S000148,F000062
1006,G000555,F000062
1006,M001169,F000062
1006,M000133,F000062
1006,N000032,F000062
1007,P000449,P000449
1007,B000944,P000449
1008,R000584,R000584
1009,H000338,H000338
101,V000127,V000127
1010,M001183,M001183
1010,V000127,M001183
1010,L000575,M001183
1010,S001184,M001183
1011,C000127,C000127
1011,C001035,C000127
1011,S001181,C000127
1012,B000944,B000944
1012,D000563,B000944
1012,R000146,B000944
1012,S000148,B000944
1012,M001111,B000944
1012,W000779,B000944
1012,S000770,B000944
1012,C001070,B000944
1012,C000174,B000944
1012,C000127,B000944
1012,B001267,B000944
1012,M000639,B000944
1012,C000141,B000944
1012,N000032,B000944
1012,W000805,B000944
1012,K000383,B000944
1012,T000464,B000944
1012,S000033,B000944
1012,B001288,B000944
1012,K000367,B000944
1012,P000595,B000944
1012,M001176,B000944
1012,M000133,B000944
1012,B000711,B000944
1012,W000817,B000944
1012,W000802,B000944
1012,C001088,B000944
1012,F000457,B000944
1012,G000555,B000944
1012,R000122,B000944
1012,H001042,B000944
1012,S001194,B000944
1012,B001277,B000944
1012,U000039,B000944
1012,L000174,B000944
1012,S001181,B000944
1012,H001046,B000944
1012,M001169,B000944
1012,B001230,B000944
1012,H001069,B000944
1012,M000702,B000944
1012,K000384,B000944
1012,F000062,B000944
1012,M001170,B000944
1013,C000567,C000567
1013,S000148,C000567
1013,W000437,C000567
1013,C001047,C000567
1013,G000555,C000567
1013,S000770,C000567
1013,N000032,C000567
1013,M000934,C000567
1013,K000360,C000567
1013,C001088,C000567
1013,B001267,C000567
1013,M001176,C000567
1013,B001236,C000567
1013,B001277,C000567
1013,M001169,C000567
1013,B000575,C000567
1013,A000368,C000567
1013,G000359,C000567
1013,M000133,C000567
1013,T000464,C000567
1014,F000062,F000062
1014,C001035,F000062
1014,B000711,F000062
1014,K000367,F000062
1014,K000360,F000062
1014,H001042,F000062
1014,G000555,F000062
1015,H000338,H000338
1016,J000293,J000293
1016,B001261,J000293
1016,B000575,J000293
1016,C000542,J000293
1016,C000567,J000293
1016,C001056,J000293
1016,D000618,J000293
1016,E000285,J000293
1016,E000295,J000293
1016,G000562,J000293
1016,G000359,J000293
1016,G000386,J000293
1016,H000338,J000293
1016,H001041,J000293
1016,I000055,J000293
1016,M000303,J000293
1016,M000355,J000293
1016,P000612,J000293
1016,R000307,J000293
1016,S001184,J000293
1016,T000250,J000293
1016,T000476,J000293
1016,W000437,J000293
1016,I000024,J000293
1016,R000605,J000293
1016,F000463,J000293
1016,S000320,J000293
1016,R000584,J000293
1016,C000880,J000293
1016,S001141,J000293
1016,S001198,J000293
1016,K000360,J000293
1017,H001046,H001046
1018,S000148,S000148
1019,P000603,P000603
1019,M000355,P000603
1019,L000577,P000603
102,V000127,V000127
1020,V000127,V000127
1020,C000141,V000127
1020,C001035,V000127
1020,R000307,V000127
1020,M000934,V000127
1020,B001135,V000127
1020,B000575,V000127
1020,H001046,V000127
1020,K000367,V000127
1020,A000360,V000127
1020,C000880,V000127
1020,C001075,V000127
1020,W000437,V000127
1020,A000368,V000127
1020,B001267,V000127
1021,D000563,D000563
1021,M001169,D000563
1021,C001088,D000563
1022,D000563,D000563
1022,M001169,D000563
1023,M000934,M000934
1023,G000555,M000934
1024,K000360,K000360
1024,P000449,K000360
1025,T000464,T000464
1026,B001261,B001261
1026,M001183,B001261
1026,H001061,B001261
1026,H001069,B001261
1026,E000285,B001261
1027,K000360,K000360
1027,G000555,K000360
1028,P000449,P000449
1029,H001061,H001061
1029,A000360,H001061
103,H001041,H001041
1030,W000779,W000779
1030,P000603,W000779
1031,M001111,M001111
1031,A000360,M001111
1032,G000386,G000386
1032,L000577,G000386
1032,V000127,G000386
1032,E000285,G000386
1032,F000463,G000386
1032,C001071,G000386
1032,C001095,G000386
1032,I000024,G000386
1032,W000437,G000386
1032,C001047,G000386
1032,B001236,G000386
1032,S001141,G000386
1032,P000612,G000386
1032,C000567,G000386
1032,T000250,G000386
1032,E000295,G000386
1032,S001184,G000386
1032,S000320,G000386
1033,C001088,C001088
1033,A000360,C001088
1033,U000039,C001088
1033,W000779,C001088
1033,H001046,C001088
1034,W000437,W000437
1035,M000355,M000355
1035,B001135,M000355
1036,G000562,G000562
1036,H000338,G000562
1036,H001041,G000562
1036,C000880,G000562
1036,R000584,G000562
1036,E000285,G000562
1036,L000577,G000562
1036,D000618,G000562
1036,B001261,G000562
1037,R000584,R000584
1038,R000584,R000584
1038,G000562,R000584
1039,R000584,R000584
104,V000127,V000127
1040,H001041,H001041
1040,M001183,H001041
1040,G000562,H001041
1040,A000368,H001041
1040,D000618,H001041
1040,S001198,H001041
1040,C000880,H001041
1040,C001095,H001041
1040,B001236,H001041
1040,L000575,H001041
1041,S000033,S000033
1041,M001176,S000033
1041,M000133,S000033
1042,M000639,M000639
1042,M000133,M000639
1042,B001288,M000639
1042,S000033,M000639
1042,M000702,M000639
1042,C000141,M000639
1042,W000802,M000639
1042,W000817,M000639
1042,B001277,M000639
1042,R000122,M000639
1042,N000032,M000639
1042,M001176,M000639
1042,S001194,M000639
1043,M001176,M001176
1043,B001230,M001176
1043,S000033,M001176
1043,S000770,M001176
1044,M000133,M000133
1045,W000437,W000437
1045,I000055,W000437
1045,C000880,W000437
1045,R000584,W000437
1045,B000575,W000437
1045,C000567,W000437
1045,S001141,W000437
1045,R000307,W000437
1045,P000612,W000437
1046,C000127,C000127
1046,M001153,C000127
1047,A000360,A000360
1048,A000360,A000360
1049,H001069,H001069
1049,B001236,H001069
1049,U000039,H001069
1049,F000444,H001069
1049,E000285,H001069
1049,S000770,H001069
1049,C001035,H001069
1049,W000779,H001069
1049,K000383,H001069
1049,K000367,H001069
1049,W000805,H001069
1049,B001230,H001069
1049,L000174,H001069
1049,D000563,H001069
1049,D000607,H001069
1049,C000567,H001069
1049,V000127,H001069
105,V000127,V000127
105,C001075,V000127
1050,S001194,S001194
1050,B000944,S001194
1051,D000563,D000563
1052,F000457,F000457
1053,F000457,F000457
1054,S001181,S001181
1054,A000360,S001181
1055,F000457,F000457
1056,C000141,C000141
1056,D000563,C000141
1056,B001277,C000141
1056,C001088,C000141
1056,S000770,C000141
1056,M000702,C000141
1056,W000817,C000141
